ID,Название,Status,Вердикт,Энтропия_Шеннона,Энтропия_Перестановок,Фрактал_Размерность_GP,Асимметрия_Сдвига,Эксцесс_Хвостов,Автокорреляция_Лаг1,Херст_Хаотичность,Радиус_Облака,Коэф_Сдвига_Аномалий,Доля_Оси_X,Доля_Оси_Y,Доля_Оси_Z,Сила_Закрутки_Ротора,Индекс_Сквозных_Дыр,Коэф_Ветвления,Частота_Фурье
A000794,"Permanent of the Desarguesian projective plane PG(2,n), or 0 if such plane does not exist.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000795,Salié numbers: expansion of cosh x / cos x = Sum_{n >= 0} a(n)*x^(2n)/(2n)!.,Успешно,Строгий кристаллический тренд,4.0875,-0.0,0.0,3.75,12.0623,1.0,0.4893,5.54213149989319e+28,15.96,1.0,0.0,0.0,1.229520650419629e+52,0.0,1.0,1.0
A000796,Decimal expansion of Pi (or digits of Pi).,Успешно,Сложная динамическая структура,3.289,2.569,0.0,0.0208,-1.2955,0.0327,0.4793,4.92,2.62,0.3651,0.3372,0.2977,53.68,1.0,-0.3887,24.0
A000797,Numbers that are not the sum of 4 tetrahedral numbers.,Успешно,Строгий кристаллический тренд,5.7279,-0.0,0.0,0.6706,-0.6607,0.9973,0.783,502.4,5.09,0.9382,0.0365,0.0253,34413.09,0.0005,-0.0061,1.0
A000798,"Number of different quasi-orders (or topologies, or transitive digraphs) with n labeled elements.",Успешно,Строгий кристаллический тренд,4.1427,-0.0,0.0,4.0069,14.0555,1.0,0.4908,2.895326568089025e+34,17.99,1.0,0.0,0.0,4.020832055960023e+62,0.0,1.0,1.0
A000799,a(n) = floor(2^n / n).,Успешно,Строгий кристаллический тренд,5.0378,-0.0,0.0,4.0641,16.5074,1.0,0.6178,218309544.23,17.0,0.9997,0.0003,0.0,49292664392149.01,0.0,1.0,1.0
A000800,Sum of upward diagonals of Eulerian triangle.,Успешно,Строгий кристаллический тренд,4.5788,-0.0,0.0,4.7978,21.3283,1.0,0.5157,4106816988750903.5,22.89,0.9996,0.0004,0.0,4.605645546080333e+28,0.0,1.0,1.0
A000801,a(n) = Sum_{k = 1..n} floor(2^k / k).,Успешно,Строгий кристаллический тренд,5.1293,-0.0,0.0,3.9932,15.8875,1.0,0.618,237822498.27,16.48,0.9996,0.0004,0.0,65892476818307.73,0.0,1.0,1.0
A000802,Maximal number of states in the minimal deterministic finite automaton accepting a language over a binary alphabet consisting of some words of length n.,Успешно,Строгий кристаллический тренд,5.2095,-0.0,0.0,4.2085,17.7525,1.0,0.6134,464449638.49,18.0,1.0,0.0,0.0,7776018957290.35,0.0,1.0,1.0
A000803,a(n+3) = a(n+2) + a(n+1) + a(n) - 4.,Успешно,Строгий кристаллический тренд,4.9698,0.3998,0.0,3.7726,14.1048,1.0,0.6263,41042616.12,15.06,1.0,0.0,0.0,18066060.08,0.0,1.0,1.0
A000804,"Permanent of a certain cyclic n X n (0,1) matrix.",Успешно,Строгий кристаллический тренд,4.8897,-0.0,0.0,4.1395,16.8328,1.0,0.5941,12201324368.69,17.13,0.9999,0.0001,0.0,4.069158579916959e+16,0.0,1.0,1.0
A000805,"Permanent of a certain cyclic n X n (0,1) matrix.",Успешно,Строгий кристаллический тренд,4.9375,-0.0,0.0,4.4219,19.203,1.0,0.5814,1584379349339.23,19.11,1.0,0.0,0.0,3.676393264334398e+19,0.0,1.0,1.0
A000806,Bessel polynomial y_n(-1).,Успешно,Плоский Аттрактор (Петля/Узел),4.2971,0.998,0.0,4.2438,16.0253,-1.0,0.4919,1.1603783774114452e+22,19.49,1.0,0.0,0.0,2.6626719031003183e+40,0.0,-1.0,9.0
A000807,Quadratic invariants.,Успешно,Строгий кристаллический тренд,4.1699,-0.0,0.0,3.8803,13.0577,1.0,0.4901,1.9614979604851836e+27,16.9,1.0,0.0,0.0,6.496068786759778e+49,0.0,1.0,1.0
A000808,Number of switching networks (see Harrison reference for precise definition).,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000809,Number of switching networks (see Harrison reference for precise definition).,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000810,Expansion of e.g.f. (sin x + cos x)/cos 3x.,Успешно,Строгий кристаллический тренд,4.0588,-0.0,0.0,3.8626,12.9683,0.9994,0.4896,1.5846101822212285e+18,16.09,0.9982,0.0018,0.0,2.252817235859731e+34,0.0,0.9993,1.0
A000811,Number of switching networks (see Harrison reference for precise definition).,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000812,Number of switching networks (see Harrison reference for precise definition).,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000813,Expansion of (sin x + cos x)/cos 4x.,Успешно,Строгий кристаллический тренд,4.0588,-0.0,0.0,3.8609,12.9598,0.999,0.4896,1.613570122482353e+20,16.05,0.9975,0.0025,0.0,3.229726122837559e+38,0.0,0.9988,1.0
A000814,Number of switching networks (see Harrison reference for precise definition).,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000815,Number of switching networks (see Harrison reference for precise definition).,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000816,E.g.f.: Sum_{n >= 0} a(n) * x^(2*n) / (2*n)! = sin(x)^2 / cos(2*x).,Успешно,Строгий кристаллический тренд,3.8074,-0.0,0.0,3.3282,9.0769,1.0,0.486,2.0950052093802558e+28,12.99,1.0,0.0,0.0,2.7337173754862245e+50,0.0,1.0,1.0
A000817,Number of switching networks under action of GL_n(Z_2) acting on 2 variables.,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000818,Number of switching networks under action of GL_n(Z_2) acting on 3 variables.,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000819,E.g.f.: cos(x)^2 / cos(2x) = Sum_{n >= 0} a(n) * x^(2n) / (2n)!.,Успешно,Строгий кристаллический тренд,3.8074,-0.0,0.0,3.3282,9.0769,1.0,0.486,2.0950052093802558e+28,12.99,1.0,0.0,0.0,2.7337173754862245e+50,0.0,1.0,1.0
A000820,Number of switching networks under action of AG_n(Z_2) acting on 2 variables.,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000821,Number of switching networks under action of AG_n(Z_2) acting on 3 variables.,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000822,Expansion of (sin^2 x + sin x) /cos 2x.,Строгий кристаллический тренд,Успешно,4.3219,-0.0,0.0,4.1237,15.0221,0.9995,0.4913,1.130081021634859e+18,18.44,0.9991,0.0009,0.0,6.504689545282386e+33,0.0,0.9994,1.0
A000823,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000824,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000825,Expansion of cos x (1 + sin x ) /cos 2x.,Строгий кристаллический тренд,Успешно,4.2219,-0.0,0.0,4.1069,14.9303,0.9996,0.4928,7.991846093475849e+17,17.89,0.9984,0.0016,0.0,5.532572357884525e+33,0.0,0.9995,1.0
A000826,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000827,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000828,E.g.f. cos(x)/(cos(x) - sin(x)).,Строгий кристаллический тренд,Успешно,4.2219,-0.0,0.0,4.1181,14.9915,1.0,0.4912,7.988523971373673e+17,18.21,0.9999,0.0001,0.0,3.267451669072374e+32,0.0,1.0,1.0
A000829,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000830,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000831,Expansion of e.g.f. (1 + tan(x))/(1 - tan(x)).,Строгий кристаллический тренд,Успешно,4.4594,-0.0,0.0,4.3545,16.992,1.0,0.4922,9.85152083778723e+20,20.21,0.9999,0.0001,0.0,3.989112505351151e+38,0.0,1.0,1.0
A000832,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000833,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000834,Expansion of e.g.f. exp(x)*(1 + tan(x))/(1 - tan(x)).,Строгий кристаллический тренд,Успешно,4.4594,-0.0,0.0,4.3545,16.992,1.0,0.4922,2.1607144122288827e+21,20.21,0.9999,0.0001,0.0,1.918953528791398e+39,0.0,1.0,1.0
A000835,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000836,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000837,Number of partitions of n into relatively prime parts. Also aperiodic partitions.,Строгий кристаллический тренд,Успешно,5.4534,-0.0,0.0,2.1967,4.0588,0.9999,0.7305,26665.98,6.78,0.9884,0.0075,0.0041,21477637.39,0.0,0.9823,1.0
A000838,Number of n-input 2-output switching networks under action of complementing group on the inputs and outputs.,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000839,Number of n-input 3-output switching networks under action of complementing group on the inputs and outputs.,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000840,Number of cubic bicolored graphs on n unlabeled nodes admitting an automorphism exchanging the colors.,Строгий кристаллический тренд,Успешно,4.7736,-0.0,0.0,4.9461,23.1538,1.0,0.5312,191460684242394.0,23.62,0.9994,0.0006,0.0,1.2677751723553474e+26,0.0,1.0,1.0
A000841,"Number of n-input 2-output switching networks under action of symmetric group S(n) on the inputs and complementing group C(2,2) on the outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000842,"Number of n-input 3-output switching networks under action of symmetric group S(n) on the inputs and complementing group C(3,2) on the outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000843,Number of quartic bicolored graphs on n unlabeled nodes admitting an automorphism exchanging the colors.,Строгий кристаллический тренд,Успешно,4.3737,-0.0,0.0,4.6753,19.9207,1.0,0.4962,3.824092585890197e+19,22.77,0.9999,0.0001,0.0,9.958841713596076e+35,0.0,1.0,1.0
A000844,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000845,Number of switching networks (see Harrison reference for precise definition).,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000846,"a(n) = C(3n,n) - C(2n,n).",Строгий кристаллический тренд,Успешно,4.5236,-0.0,0.0,4.3246,17.0959,1.0,0.5213,1.8243996288585588e+16,18.66,1.0,0.0,0.0,4.556834272480489e+28,0.0,1.0,1.0
A000847,"Number of n-input 2-output switching networks under action of GL(n,2) on the inputs and complementing group C(2,2) on the outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000848,"Number of n-input 3-output switching networks under action of GL(n,2) on the inputs and complementing group C(3,2) on the outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000849,"Number of primes <= product of first n primes, A002110(n).",Строгий кристаллический тренд,Успешно,4.3219,-0.0,0.0,4.1277,15.0433,1.0,0.4914,1.4633630641799144e+22,18.69,1.0,0.0,0.0,3.0843693619408937e+40,0.0,1.0,1.0
A000850,"Number of n-input 2-output switching networks under action of AG(n,2) on the inputs and complementing group C(2,2) on the outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000851,"Number of n-input 3-output switching networks under action of AG(n,2) on the inputs and complementing group C(3,2) on the outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000852,Numbers beginning with a vowel in English.,Строгий кристаллический тренд,Успешно,5.5546,-0.0,0.0,-1.8944,3.1331,0.9605,0.728,35.07,21.77,0.7866,0.1307,0.0827,385.03,0.0046,0.0646,1.0
A000853,"Number of n-input 2-output switching networks under action of complementing group C(2,n) on inputs and S(2) and C(2,2) on outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000854,"Number of n-input 3-output switching networks under action of complementing group C(2,n) on inputs and S(3) and C(2,3) on outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000855,Final two digits of 2^n.,Сложная динамическая структура,Успешно,4.4063,2.4733,0.0,0.0102,-1.2465,0.5302,0.5211,48.49,1.97,0.4849,0.2945,0.2206,3495.4,0.0081,-0.2633,4.0
A000856,"Number of n-input 2-output switching networks under the action of S(n) on the inputs and S(2) and complementing group C(2,2) on the outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000857,"Number of n-input 3-output switching networks under the action of S(n) on the inputs and S(3) and complementing group C(2,3) on the outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000858,Duplicate of A003436.,Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000859,"Number of n-input 2-output switching networks under action of S(n) and complementing group C(2,2) on inputs and outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000860,"Number of n-input 3-output switching networks under action of S(n) and complementing group C(2,3) on inputs and outputs.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000861,Numbers ending with a vowel in American English.,Успешно,Строгий кристаллический тренд,6.0224,-0.0,0.0,0.0317,-1.0502,0.9992,0.7948,58.34,4.06,0.9633,0.0239,0.0127,233.95,0.0041,0.0793,1.0
A000862,"Number of n-input 2-output switching networks under action of AG(n,2) and complementing group C(2,2) on inputs and outputs.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000863,"Number of n-input 3-output switching networks under action of AG(n,2) and complementing group C(2,3) on inputs and outputs.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000864,Deceptive nonprimes: composite numbers k that divide the repunit R_{k-1}.,Успешно,Строгий кристаллический тренд,5.1699,-0.0,0.0,0.7979,-0.2963,0.9959,0.7542,12063.64,4.93,0.9251,0.0478,0.0271,21047806.95,0.0,0.3711,1.0
A000865,Numbers beginning with letter 'o' in English.,Успешно,Плоский Аттрактор (Петля/Узел),5.2095,-0.0,0.0,-3.8621,18.0376,0.6962,0.6487,18.0,26.6,0.7228,0.2772,0.0,416.19,0.0071,0.0,1.0
A000866,2^n written in base 5.,Успешно,Строгий кристаллический тренд,4.858,-0.0,0.0,4.6725,20.906,0.9722,0.5533,93962282683.12,21.61,0.9479,0.0515,0.0006,2.6508782969340486e+21,0.0,0.8934,1.0
A000867,Numbers beginning with letter 'f' in English.,Успешно,Строгий кристаллический тренд,5.8329,-0.0,0.0,-0.325,-1.8737,0.97,0.8249,312.67,44.62,0.8143,0.1168,0.0689,6694.66,0.0014,-0.0221,1.0
A000868,"Number of switching networks with C(2,n) acting on domain and GL(2,Z2) acting on range.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000869,"Number of switching networks with C(2,n) acting on domain and GL(3,Z2) acting on range.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000870,Numbers beginning with letter 's' in English.,Успешно,Строгий кристаллический тренд,5.4919,-0.0,0.0,0.1233,-1.968,0.96,0.8168,471.38,37.34,0.7905,0.1316,0.078,19564.54,0.0009,-0.0285,1.0
A000871,"Number of switching networks with S(n) acting on the domain and GL(2,2) acting on the range.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000872,"Number of switching networks with S(n) acting on the domain and GL(3,2) acting on the range.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000873,Numbers beginning with letter 'e' in English.,Успешно,Строгий кристаллический тренд,5.4263,-0.0,0.0,-0.8675,-1.2329,0.9497,0.7927,533.7,36.37,0.7695,0.1442,0.0863,36940.06,0.0007,-0.0292,1.0
A000874,"Number of switching networks with S(n) and C(2,2) acting on the domain and GL(2,2) acting on the range.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000875,"Number of switching networks with S(n) and C(2,2) acting on the domain and GL(3,2) acting on the range.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000876,From a self-replicating tiling.,Успешно,Аномальный Сдвиг / Выброс,3.4875,2.4921,0.0,5.2052,27.1142,0.0118,0.5987,29.8,12.26,0.4272,0.3434,0.2295,3123.09,0.0269,-0.7735,2.0
A000877,"Number of switching networks with GL(n,2) acting on the domain and GL(2,2) acting on the range.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000878,"Number of switching networks with GL(n,2) acting on the domain and GL(3,2) acting on the range.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000879,Number of primes < prime(n)^2.,Успешно,Строгий кристаллический тренд,5.585,-0.0,0.0,0.7595,-0.6528,0.9984,0.7811,2077.62,4.41,0.9521,0.0288,0.019,357015.91,0.0001,0.3734,1.0
A000880,"Number of switching networks with AG(n,2) acting on the domain and GL(2,2) acting on the range.",Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000881,"Number of switching networks with AG(n,2) acting on the domain and GL(3,2) acting on the range.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000882,Number of twin prime pairs <= product of first n primes.,Строгий кристаллический тренд,Успешно,3.9069,-0.0,0.0,3.4704,10.054,1.0,0.4871,72211549502600.75,13.64,0.9999,0.0001,0.0,1.6546140851862207e+24,0.0,1.0,1.0
A000883,"Number of switching networks with C(2,n) acting on the domain and AG(2,2) acting on the range.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000884,"Number of switching networks with C(2,n) acting on the domain and AG(3,2) acting on the domain.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000885,Number of twin prime pairs < square of n-th prime.,Строгий кристаллический тренд,Успешно,5.8826,-0.0,0.0,0.5898,-0.949,0.9992,0.7949,436.93,3.51,0.9658,0.0204,0.0139,11295.8,0.0006,0.2131,1.0
A000886,"Number of switching networks with S(n,2) acting on the domain and AG(2,2) acting on the range where S(n,k) is the symmetric group acting on k variables.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000887,"Number of switching networks with S(n,2) acting on the domain and AG(3,2) acting on the range where S(n,k) is the symmetric group acting on k variables.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000888,a(n) = (2*n)!^2 / ((n+1)!*n!^3).,Строгий кристаллический тренд,Успешно,4.3923,-0.0,0.0,4.2165,15.87,1.0,0.4973,9.126982936381655e+19,18.62,1.0,0.0,0.0,1.1492963939966197e+36,0.0,1.0,1.0
A000889,"Number of switching networks with S(n) and C(2,2) acting on the domain and AG(2,2) acting on the range.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000890,"Number of switching networks with S(n) and C(2,2) acting on the domain and AG(2,3) acting on the range.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000891,a(n) = (2*n)!*(2*n+1)! / (n! * (n+1)!)^2.,Строгий кристаллический тренд,Успешно,4.1699,-0.0,0.0,3.8498,12.9027,1.0,0.4931,6.897554071963333e+16,15.81,1.0,0.0,0.0,8.158060046820618e+29,0.0,1.0,1.0
A000892,"Number of switching networks with GL(n,2) acting on the domain and AG(2,2) acting on the range.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000893,"Number of switching networks with GL(n,2) acting on the domain and AG(3,2) acting on the range.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000894,a(n) = (2*n)!*(2*n+1)! / ((n+1)! * n!^3).,Строгий кристаллический тренд,Успешно,4.0875,-0.0,0.0,3.7231,11.9311,1.0,0.4898,8.702660543855227e+16,14.94,1.0,0.0,0.0,6.394550850790735e+29,0.0,1.0,1.0
A000895,"Number of switching networks with AG(n,2) acting on the domain and AG(2,2) acting on the range.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000896,"Number of switching networks with AG(n,2) acting on the domain and AG(3,2) acting on the range.",Слишком короткий ряд,Skip,,,,,,,,,,,,,,,,
A000897,a(n) = (4*n)! / ((2*n)!*n!^2).,Строгий кристаллический тренд,Успешно,4.0,-0.0,0.0,3.6131,11.0589,1.0,0.4883,2.4306637577985017e+24,14.75,1.0,0.0,0.0,3.6177064502369396e+43,0.0,1.0,1.0
A000898,a(n) = 2*(a(n-1) + (n-1)*a(n-2)) for n >= 2 with a(0) = 1.,Строгий кристаллический тренд,Успешно,4.7004,-0.0,0.0,4.6896,20.3092,1.0,0.5163,3.059633219403133e+17,21.9,0.9997,0.0003,0.0,1.5941349936599806e+32,0.0,1.0,1.0
A000899,Number of solutions to the rook problem on an n X n board having a certain symmetry group (see Robinson for details).,Строгий кристаллический тренд,Успешно,4.3868,-0.0,0.0,4.5746,18.9674,1.0,0.493,6.721947786905386e+21,22.04,0.9999,0.0001,0.0,2.1752514198787074e+40,0.0,1.0,1.0
A000900,Number of solutions to the rook problem on an n X n board having a certain symmetry group (see Robinson for details).,Строгий кристаллический тренд,Успешно,4.694,-0.0,0.0,4.8827,22.4447,1.0,0.5285,709717188255472.9,23.14,0.9995,0.0005,0.0,1.641950212676271e+27,0.0,1.0,1.0
A000901,Number of solutions to the rook problem on a 2n X 2n board having a certain symmetry group (see Robinson for details).,Успешно,Строгий кристаллический тренд,4.2971,-0.0,0.0,4.2446,16.0286,1.0,0.4919,2.6683490591783234e+24,19.52,1.0,0.0,0.0,1.1321741463328608e+45,0.0,1.0,1.0
A000902,Expansion of e.g.f. (1/2)*(exp(2*x + x^2) + 1).,Успешно,Строгий кристаллический тренд,4.4366,-0.0,0.0,4.3613,17.3313,1.0,0.5163,350190511763019.8,19.11,0.9996,0.0004,0.0,2.374263049053873e+26,0.0,1.0,1.0
A000903,Number of inequivalent ways of placing n nonattacking rooks on n X n board up to rotations and reflections of the board.,Успешно,Строгий кристаллический тренд,4.3868,-0.0,0.0,4.5735,18.9606,1.0,0.493,2.800762713694399e+20,22.0,0.9999,0.0001,0.0,4.301447950455849e+37,0.0,1.0,1.0
A000904,"a(n) = (n+1)*a(n-1) + (n+2)*a(n-2) + a(n-3); a(1)=0, a(2)=3, a(3)=13.",Успешно,Строгий кристаллический тренд,4.3923,-0.0,0.0,4.2357,15.9789,1.0,0.4917,3.335401277931641e+20,19.13,0.9999,0.0001,0.0,5.348589445427479e+37,0.0,1.0,1.0
A000905,Hamilton numbers.,Skip,Слишком короткий ряд,,,,,,,,,,,,,,,,
A000906,Exponential generating function: 2*(1+3*x)/(1-2*x)^(7/2).,Успешно,Строгий кристаллический тренд,4.0875,-0.0,0.0,3.7455,12.041,1.0,0.4892,3.120936826327471e+20,15.57,1.0,0.0,0.0,1.845113135939589e+37,0.0,1.0,1.0
A000907,"Second-order reciprocal Stirling number (Fekete) a(n) = [[2n+2, n]]. The number of n-orbit permutations of a (2n+2)-set with at least 2 elements in each orbit. Also known as associated Stirling numbers of the first kind (e.g., Comtet).",Успешно,Строгий кристаллический тренд,4.0,-0.0,0.0,3.6109,11.0491,1.0,0.4882,1.748845578656295e+21,14.62,1.0,0.0,0.0,4.4056306277189006e+38,0.0,1.0,1.0
A000908,Atom-rooted polyenoids with n edges with symmetry class C_s.,Успешно,Строгий кристаллический тренд,4.6808,-0.0,0.0,4.444,18.7489,1.0,0.5498,3140405172863.52,19.15,0.9998,0.0002,0.0,7.099553659539558e+21,0.0,1.0,1.0
A000909,a(n) = (2*n)!*(2*n+1)! / n!^2.,Успешно,Строгий кристаллический тренд,3.8074,-0.0,0.0,3.3282,9.0769,1.0,0.486,1.7301620196213178e+34,13.0,1.0,0.0,0.0,2.781599606207557e+61,0.0,1.0,1.0
A000910,"a(n) = 5*binomial(n, 6).",Успешно,Строгий кристаллический тренд,4.8877,-0.0,0.0,2.0113,3.1239,0.9999,0.7253,3839311.83,6.0,0.988,0.0119,0.0001,146066687691.24,0.0,0.9999,1.0
A000911,a(n) = (2n+3)! /( n! * (n+1)! ).,Успешно,Строгий кристаллический тренд,4.5236,-0.0,0.0,4.1343,15.8374,1.0,0.5389,967427487873137.5,16.85,0.9998,0.0002,0.0,7.792027803907454e+26,0.0,1.0,1.0
A000912,Expansion of (sqrt(1-4x^2) - sqrt(1-4x))/(2x).,Успешно,Строгий кристаллический тренд,4.7549,0.2423,0.0,4.44,18.7191,1.0,0.5502,1785145892278.99,19.12,0.9998,0.0002,0.0,2.7695068698489924e+21,0.0,1.0,1.0
A000913,Number of bond-rooted polyenoids with n edges.,Успешно,Строгий кристаллический тренд,4.6439,-0.0,0.0,4.252,17.0118,1.0,0.5487,854320970884.88,17.68,0.9998,0.0002,0.0,4.9863453153907645e+20,0.0,1.0,1.0
A000914,"Stirling numbers of the first kind: s(n+2, n).",Успешно,Строгий кристаллический тренд,5.2479,-0.0,0.0,1.3569,0.6968,0.9999,0.7498,95419.68,3.73,0.9889,0.011,0.0001,61087962.11,0.0,0.9999,1.0
A000915,"Stirling numbers of first kind s(n+4, n).",Успешно,Строгий кристаллический тренд,4.8074,-0.0,0.0,2.1177,3.5993,0.9999,0.6925,503605428.64,6.33,0.9871,0.0128,0.0001,3908382964579735.0,0.0,0.9999,1.0
A000916,"a(2n) = n+2, a(2n-1) = smallest number requiring n+2 letters in English.",Успешно,Аномальный Сдвиг / Выброс,5.5216,1.763,0.0,4.9434,23.7471,-0.0622,0.5855,2219.08,12.14,0.4269,0.3402,0.2329,16764369.8,0.0009,-0.7826,2.0
A000917,a(n) = (2n+3)!/(n!*(n+2)!).,Успешно,Строгий кристаллический тренд,4.585,-0.0,0.0,4.2084,16.5298,1.0,0.5424,159856354955649.53,17.38,0.9999,0.0001,0.0,8.208430791534979e+24,0.0,1.0,1.0
A000918,a(n) = 2^n - 2.,Успешно,Строгий кристаллический тренд,5.2479,-0.0,0.0,4.2732,18.3501,1.0,0.6135,14518521744.37,18.5,1.0,0.0,0.0,7346421078.2,0.0,1.0,1.0
A000919,"a(n) = 4^n - C(4,3)*3^n + C(4,2)*2^n - C(4,1).",Успешно,Строгий кристаллический тренд,4.4537,-0.0,0.0,4.2933,17.3054,1.0,0.5447,114725829413366.34,18.01,1.0,0.0,0.0,1.5242388586686515e+24,0.0,1.0,1.0
A000920,"Differences of 0: 6!*Stirling2(n,6).",Успешно,Строгий кристаллический тренд,3.9317,-0.0,0.0,4.1935,16.0076,1.0,0.5233,1.243348422223281e+16,17.58,0.9999,0.0001,0.0,1.0773962343012823e+29,0.0,1.0,1.0
A000921,Primes p of the form 3k+1 such that Sum_{x=1..p} cos(2*Pi*x^3/p) > sqrt(p).,Успешно,Строгий кристаллический тренд,5.6724,-0.0,0.0,0.0561,-1.2585,0.9991,0.7915,530.86,2.74,0.9614,0.0239,0.0147,20745.37,0.0005,-0.0513,1.0
A000922,Primes p of the form 3k+1 such that -sqrt(p) < Sum_{x=1..p} cos(2*Pi*x^3/p) < sqrt(p).,Успешно,Строгий кристаллический тренд,5.5546,-0.0,0.0,-0.0155,-1.2741,0.9986,0.7848,912.84,2.76,0.9542,0.0262,0.0195,80327.79,0.0003,-0.25,1.0
A000923,Primes p of the form 3k+1 such that Sum_{x=1..p} cos(2*Pi*x^3/p) < -sqrt(p).,Успешно,Строгий кристаллический тренд,5.5236,-0.0,0.0,0.1108,-1.2376,0.9983,0.7822,1448.02,3.23,0.9502,0.0296,0.0202,224118.91,0.0002,-0.1366,1.0
A000924,"Class number of Q(sqrt(-n)), n squarefree.",Успешно,Сложная динамическая структура,3.16,2.4889,0.0,0.8429,0.3355,0.3001,0.7103,5.31,3.31,0.4243,0.2918,0.2839,62.35,0.0803,-0.4793,1.0
A000925,Number of ordered ways of writing n as a sum of 2 squares of nonnegative integers.,Успешно,Сложная динамическая структура,1.5084,2.1087,0.0,0.9244,-0.0456,-0.0207,0.4075,1.83,3.6,0.3967,0.3337,0.2696,4.33,0.2773,-0.3135,25.0
